school_name,publish_date,last_update_date,address,website,google_map,roll_number,local_name_of_school,school_Level,school_Level_Detail,principal_name,ethos,gender,language_of_Instruction,DEIS_indicator,transition_year_indicator,enrolment_total,enrolment_boys,enrolment_girls,free_education_indicator,fee_charging_indicator,day_boarding,inspection_reports
BUNCLODY COMMUNITY COLLEGE,2021-07-07,2024-01-22,"IRISH STREET BUNCLODY ENNISCORTHY CO WEXFORD , WEXFORD , WEXFORD , Y21FW99",http://www.bunclodyvc.ie,"https://maps.google.com/?q=52.6531,-6.6516004",71620H,BUNCLODY VOCATIONAL COLLEGE,POST PRIMARY,VOCATIONAL,MR JAMES MURPHY,MULTI DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,YES,YES,262,138,124,YES,NO,NA,
BUNSCOIL BHOTHAR NA NAOMH,2021-07-07,2024-01-22,"DEERPARK ROAD LISMORE CO. WATERFORD , WATERFORD , WATERFORD , P51TW59",http://www.bunscoilbhotharnanaomh.ie,"https://maps.google.com/?q=52.138485,-7.9257784",20076V,BUNSCOIL BHÓTHAR NA NAOMH,PRIMARY,ORDINARY,SEAN PRENDERGAST,CATHOLIC,MIXED,ENGLISH,NO,NA,306,158,148,NA,NO,NA,
BUNSCOIL CHRIOST RI,2021-07-07,2024-01-22,"EVERGREEN ROAD TURNERS CROSS CORK , CORK , CORK , T12H6KA",http://www.criostri.ie,"https://maps.google.com/?q=51.888798,-8.467823",20388R,BUNSCOIL CHRIOST RI,PRIMARY,ORDINARY,EOIN FITZPATRICK,CATHOLIC,MIXED,IRISH AND ENGLISH,NO,NA,461,239,222,NA,NO,NA,
BUNSCOIL GLEANN SIDHEAIN,2021-07-07,2024-01-22,"CAPPOQUIN CO. WATERFORD , WATERFORD , WATERFORD , P51E732",http://www.cappoquinprimaryschool.com,"https://maps.google.com/?q=52.1458,-7.839177",20157V,BUNSCOIL GLEANN SIDHEÁIN,PRIMARY,ORDINARY,MARTIN DELANEY,CATHOLIC,MIXED,ENGLISH,YES,NA,193,99,94,NA,NO,NA,
BUNSCOIL LORETO,2021-07-07,2024-01-22,"ST MICHAEL'S ROAD GOREY CO. WEXFORD , WEXFORD , WEXFORD , Y25HD34",http://www.bunscoilloreto.ie,"https://maps.google.com/?q=52.673935,-6.2897186",16145P,LORETO PRIMARY,PRIMARY,ORDINARY,AILEEN KENNEDY,CATHOLIC,MIXED,ENGLISH,NO,NA,647,279,368,NA,NO,NA,
BUNSCOIL LOUIS NAOFA,2021-07-07,2024-01-22,"CLOUGHVALLEY CARRICKMACROSS CO. MONAGHAN , MONAGHAN , MONAGHAN , A81DT82",,"https://maps.google.com/?q=53.977665,-6.714833",15329U,BUNSCOIL LUGHAIDH NAOFA,PRIMARY,ORDINARY,MAEVE CALLEN,CATHOLIC,GIRLS,ENGLISH,NO,NA,274,0,274,NA,NO,NA,
BUNSCOIL MCAULEY RICE,2021-07-07,2024-01-22,"KILKENNY ROAD CALLAN CO. KILKENNY , KILKENNY , KILKENNY , R95E840",http://www.mcauley-rice.com,"https://maps.google.com/?q=52.544193,-7.392492",20255V,BUNSCOIL MCAULEY RICE,PRIMARY,ORDINARY,JOHN MOLONEY,CATHOLIC,MIXED,ENGLISH,NO,NA,415,217,198,NA,NO,NA,
BUN SCOIL MUIRE,2021-07-07,2024-01-22,"O'BRIEN'S PLACE YOUGHAL CO. CORK , CORK , CORK , P36PR62",http://www.bunscoilmhuireyoughal.com,"https://maps.google.com/?q=51.94782,-7.844032",20024C,BUNSCOIL MHUIRE,PRIMARY,ORDINARY,EOGHAN RUA O'NEILL,CATHOLIC,MIXED,ENGLISH,NO,NA,551,289,262,NA,NO,NA,
BUNSCOIL NA CATHRACH,2024-03-06,2024-03-06,"CAHIR CO. TIPPERARY , TIPPERARY , TIPPERARY , E21K304",,"https://maps.google.com/?q=52.374302,-7.919273",20560D,BUNSCOIL NA CATHRACH,PRIMARY,ORDINARY,BRENDAN HORAN,CATHOLIC,MIXED,ENGLISH,YES,NA,405,217,188,NA,NO,NA,
BUNSCOIL NA MBRAITHRE,2021-07-07,2024-01-22,"NEW ROAD ENNIS CO. CLARE , CLARE , CLARE , V95NX02",http://www.cbsennis.com,"https://maps.google.com/?q=52.848343,-8.977509",16677C,CBS PRIMARY SCHOOL,PRIMARY,ORDINARY,DARA GLYNN,CATHOLIC,MIXED,ENGLISH,NO,NA,668,344,324,NA,NO,NA,
BUNSCOIL NA MBRÁITHRE CRÍOSTAÍ,2021-07-07,2024-01-22,"SUMMERHILL NENAGH , TIPPERARY , TIPPERARY , E45VW44",http://www.nenaghcbsp.ie,"https://maps.google.com/?q=52.866188,-8.194346",16727O,CBS PRIMARY NENAGH,PRIMARY,ORDINARY,WILLIAM GREENE,CATHOLIC,MIXED,ENGLISH,NO,NA,259,244,15,NA,NO,NA,
BUNSCOIL NAOMH BRÍD AGUS PÁDRAÍG,2021-07-07,2024-01-22,"LISANISKA FOXFORD CO MAYO , MAYO , MAYO , F26EY28",http://lisaniska.scoilnet.ie,"https://maps.google.com/?q=54.02602,-9.154809",20552E,BUNSCOIL NAOMH BRÍD AGUS PÁDRAÍG,PRIMARY,ORDINARY,AISLING HOPKINS,CATHOLIC,MIXED,ENGLISH,YES,NA,72,32,40,NA,NO,NA,
BUNSCOIL NAOMH CHUANA,2021-07-07,2024-01-22,"KILCOONA HEADFORD CO. GALWAY , GALWAY , GALWAY , H91FX95",http://www.kilcoonans.ie,"https://maps.google.com/?q=53.442257,-9.042659",12782C,KILCOONA NATIONAL SCHOOL,PRIMARY,ORDINARY,SABRINA MELVIN,CATHOLIC,MIXED,ENGLISH,NO,NA,210,94,116,NA,NO,NA,
BUNSCOIL NA TOIRBHIRTE,2021-07-07,2024-01-22,"MITCHELSTOWN CO. CORK , CORK , CORK , P67FE82",http://www.bunscoilmitchelstown.com,"https://maps.google.com/?q=52.26556,-8.266017",16128P,BUNSCOIL NA TOIRBHIRTE,PRIMARY,ORDINARY,MICHAEL MC CARTHY,CATHOLIC,MIXED,ENGLISH,NO,NA,295,52,243,NA,NO,NA,
BUNSCOIL NIC AMHLAIDH,2021-07-07,2024-01-22,"CASTLEMOYLE NEW ROSS CO. WEXFORD , WEXFORD , WEXFORD , Y34XT89",http://newrossjuniorschool.ie,"https://maps.google.com/?q=52.40288,-6.932455",20481H,CATHERINE MCAULEY JUNIOR SCHOOL,PRIMARY,ORDINARY,TARAGH NOLAN,CATHOLIC,MIXED,ENGLISH,YES,NA,320,174,146,NA,NO,NA,
BUNSCOIL RINN AN CHABHLAIGH,2021-07-07,2024-01-22,"RUSHBROOKE COBH CO. CORK , CORK , CORK , P24VN20",http://www.bsrac.ie,"https://maps.google.com/?q=51.85034,-8.31588",13450F,BUNSCOIL RINN AN CHABHLAIGH,PRIMARY,ORDINARY,SINÉAD FLANNERY,CATHOLIC,MIXED,ENGLISH,NO,NA,701,399,302,NA,NO,NA,
BUNSCOIL RIS,2021-07-07,2024-01-22,"CASTLEMOYLE NEW ROSS , WEXFORD , WEXFORD , Y34XN32",http://www.bunscoilris.ie,"https://maps.google.com/?q=52.40288,-6.932455",20482J,EDMUND RICE SENIOR SCHOOL,PRIMARY,ORDINARY,GERRY MORAN,CATHOLIC,MIXED,ENGLISH,YES,NA,350,173,177,NA,NO,NA,
BURNCHURCH NATIONAL SCHOOL,2021-07-07,2024-01-22,"BURNCHURCH CUFFESGRANGE KILKENNY CO KILKENNY , KILKENNY , KILKENNY , R95RT02",,"https://maps.google.com/?q=52.575043,-7.2968125",17675D,BURNCHURCH NATIONAL SCHOOL,PRIMARY,ORDINARY,ALANNA NICHOL,CATHOLIC,MIXED,ENGLISH,NO,NA,61,30,31,NA,NO,NA,
BURNFORT N S,2021-07-07,2024-01-22,"BURNFORT MALLOW CO CORK , CORK , CORK , P51FN32",http://www.burnfortns.com,"https://maps.google.com/?q=52.06723,-8.598009",11249C,BURNFORT NATIONAL SCHOOL,PRIMARY,ORDINARY,NIALL O'SULLIVAN,CATHOLIC,MIXED,ENGLISH,NO,NA,109,52,57,NA,NO,NA,
BURRANE N S,2021-07-07,2024-01-22,"BURRANE UPPER KILLIMER KILRUSH CO. CLARE , CLARE , CLARE , V15EW83",http://www.burranens.com,"https://maps.google.com/?q=52.625748,-9.358484",13738E,BURRANE NATIONAL SCHOOL,PRIMARY,ORDINARY,HELEN KELLY,CATHOLIC,MIXED,ENGLISH,NO,NA,17,13,4,NA,NO,NA,
BURRISCARRA N S,2021-07-07,2024-01-22,"CARNACON BALLYGLASS CLAREMORRIS CO. MAYO , MAYO , MAYO , F12YD72",http://www.carnaconns.ie,"https://maps.google.com/?q=53.72876,-9.220551",05756K,CARNACON NS,PRIMARY,ORDINARY,JAMES RAFTER,CATHOLIC,MIXED,ENGLISH,NO,NA,15,10,5,NA,NO,NA,
BURROW N S,2021-07-07,2024-01-22,"HOWTH ROAD SUTTON DUBLIN 13 , DUBLIN , DUBLIN 13 , D13TC04",http://www.burrowschool.ie,"https://maps.google.com/?q=53.391293,-6.100281",09642P,BURROW NATIONAL SCHOOL,PRIMARY,ORDINARY,LYNN HARLEY,CHURCH OF IRELAND,MIXED,ENGLISH,NO,NA,207,97,110,NA,NO,NA,
BUSH POST PRIMARY SCHOOL,2021-07-07,2024-01-22,"RIVERSTOWN DUNDALK CO LOUTH , LOUTH , LOUTH , A91W320",http://www.bpps.ie,"https://maps.google.com/?q=53.99865,-6.188983",71750U,BUSH POST PRIMARY SCHOOL,POST PRIMARY,VOCATIONAL,MR. KEVIN JOYCE,MULTI DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,YES,YES,782,401,381,YES,NO,NA,
BUSHY PARK N S,2021-07-07,2024-01-22,"CIRCULAR ROAD BUSHY PARK GALWAY , GALWAY , GALWAY , H91AF57",http://www.bushyparkns.ie,"https://maps.google.com/?q=53.289806,-9.083219",13856K,ST JAMES' NATIONAL SCHOOL,PRIMARY,ORDINARY,MUIRÍOSA NIC CUMHAILL,CATHOLIC,MIXED,ENGLISH,NO,NA,383,187,196,NA,NO,NA,
BUTLERSBRIDGE NS,2021-07-07,2024-01-22,"BUTLERSBRIDGE CO. CAVAN , CAVAN , CAVAN , H12RR66",,"https://maps.google.com/?q=54.045986,-7.376061",19326L,BUTLERSBRIDGE NATIONAL SCHOOL,PRIMARY,ORDINARY,NIALL CLERKIN,CATHOLIC,MIXED,ENGLISH,NO,NA,257,136,121,NA,NO,NA,
CABINTEELY COMMUNITY SCHOOL,2021-07-07,2024-01-22,"JOHNSTOWN ROAD CABINTEELY DUBLIN 18 , DUBLIN , DUBLIN 18 , D18VH73",http://www.cabinteelycs.ie,"https://maps.google.com/?q=53.261948,-6.14626",91310E,CABINTEELY COMMUNITY SCHOOL,POST PRIMARY,COMMUNITY,MR. GRAHAM FLEMING,INTER DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,YES,YES,545,283,262,YES,NO,NA,
CABRA CENTRAL N S,2021-07-07,2024-01-22,"CABRA CENTRAL SCHOOL KINGSCOURT CO. CAVAN , CAVAN , CAVAN , A82FX44",,"https://maps.google.com/?q=53.92052,-6.8116236",19527V,CABRA NATIONAL SCHOOL,PRIMARY,ORDINARY,JANINE O NEILL,CHURCH OF IRELAND,MIXED,ENGLISH,NO,NA,52,25,27,NA,NO,NA,
CABRA COMMUNITY COLLEGE,2021-07-07,2024-01-22,"KILKIERAN ROAD CABRA DUBLIN 7 , DUBLIN , DUBLIN 7 , D07XC84",http://www.cabracc.ie,"https://maps.google.com/?q=53.368767,-6.2942605",70150O,CABRA COMMUNITY COLLEGE,POST PRIMARY,VOCATIONAL,MR NEIL FLATHERTY,MULTI DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,YES,YES,217,128,89,YES,NO,NA,
CAHERAGH NS,2021-07-07,2024-01-22,"CAHERAGH DRIMOLEAGUE , CORK , CORK , P47AV25",http://www.caheraghns.ie/,"https://maps.google.com/?q=51.625904,-9.299972",19557H,CAHERAGH NS,PRIMARY,ORDINARY,MARY T MINEHANE,CATHOLIC,MIXED,ENGLISH,NO,NA,66,36,30,NA,NO,NA,
CAHERCIVEEN N S,2021-07-07,2024-01-22,"O'CONNELL STREET CAHIRCIVEEN CO. KERRY , KERRY , KERRY , V23TW26",,"https://maps.google.com/?q=51.94734,-10.22603",20112W,SCOIL SAIDHBHÍN,PRIMARY,ORDINARY,TREASA NÍ CHRÓINÍN,CATHOLIC,MIXED,ENGLISH,YES,NA,158,77,81,NA,NO,NA,
CAHERLINE N S,2021-07-07,2024-01-22,"CAHERLINE CAHERCONLISH CO. LIMERICK , LIMERICK , LIMERICK , V94KX74",http://www.caherlinens.ie,"https://maps.google.com/?q=52.56873,-8.454217",15226K,CAHERLINE NATIONAL SCHOOL,PRIMARY,ORDINARY,GEARÓID POWER,CATHOLIC,MIXED,ENGLISH,NO,NA,170,80,90,NA,NO,NA,
CAHERMORE NEW CENTRAL SCHOOL,2021-07-07,2024-01-22,"CAHERMORE ALLIHIES BEARA CO CORK , CORK , CORK , P75R704",http://www.cahermorens.ie,"https://maps.google.com/?q=51.605755,-10.06177",19501D,CAHERMORE CENTRAL N S,PRIMARY,ORDINARY,PADRAIG O SULLIVAN,CATHOLIC,MIXED,ENGLISH,YES,NA,49,26,23,NA,NO,NA,
CAHIR B N S,2021-07-07,2023-02-17,"MARKET STREET CAHIR CO. TIPPERARY , TIPPERARY , TIPPERARY , E21YY80",,"https://maps.google.com/?q=52.375175,-7.9204373",18716T,CAHIR BOYS NS,PRIMARY,NON CAPITATION SCHOOL GRANT,BRENDAN HORAN,CATHOLIC,BOYS,ENGLISH,YES,NA,157,157,0,NA,NO,NA,Reports
CAHIR NATIONAL SCHOOL,2021-07-07,2024-02-28,"CAHER WEST KENMARE CO. KERRY , KERRY , KERRY , V93TD4V",http://www.cahirschool.ie,"https://maps.google.com/?q=51.893814,-9.5267105",18759O,CAHIR NATIONAL SCHOOL,PRIMARY,ORDINARY,MARIAN HANLEY,CATHOLIC,MIXED,ENGLISH,NO,NA,39,19,20,NA,NO,NA,
CAISLEAIN NUA LIAMHNA,2021-07-07,2024-01-22,"MAIN STREET NEWCASTLE CO. DUBLIN , DUBLIN , DUBLIN COUNTY , D22A388",http://www.stfiniansprimaryschool.ie,"https://maps.google.com/?q=53.299137,-6.5021777",16461C,ST FINIAN'S PRIMARY SCHOOL,PRIMARY,ORDINARY,JONATHAN LOFTUS,CATHOLIC,MIXED,ENGLISH,NO,NA,652,328,324,NA,NO,NA,
CALASANCTIUS COLLEGE,2021-07-07,2024-01-22,"INNPLOT ORANMORE , GALWAY , GALWAY , H91K7H2",http://www.calasanctius.ie,"https://maps.google.com/?q=53.267582,-8.933208",63100I,CALASANCTIUS COLLEGE,POST PRIMARY,SECONDARY,MISS MARY CONLON,CATHOLIC,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,898,467,431,YES,NO,NA,
CALLYSTOWN MIXED N S,2021-07-07,2024-01-22,"CALLYSTOWN CLOGHERHEAD CO. LOUTH , LOUTH , LOUTH , A92P981",http://www.callystownnationalschool.ie,"https://maps.google.com/?q=53.791664,-6.2435555",14252G,CALLYSTOWN NATIONAL SCHOOL,PRIMARY,ORDINARY,AMBROSE MCGINNITY,CATHOLIC,MIXED,ENGLISH,NO,NA,281,136,145,NA,NO,NA,
CAMCLOON N S,2021-07-07,2024-01-22,"BALLYDANGAN ATHLONE CO. ROSCOMMON , ROSCOMMON , ROSCOMMON , N37YN56",http://camcloonns.ie,"https://maps.google.com/?q=53.350727,-8.06125",15980V,CAMCLOON NATIONAL SCHOOL,PRIMARY,ORDINARY,BERNIE KEANE,CATHOLIC,MIXED,ENGLISH,NO,NA,62,25,37,NA,NO,NA,
CAMOLIN N S,2021-07-07,2024-01-22,"CAMOLIN ENNISCORTHY CO. WEXFORD , WEXFORD , WEXFORD , Y21F8H2",http://www.camolinnationalschool.com,"https://maps.google.com/?q=52.615253,-6.4262877",15354T,CAMOLIN NATIONAL SCHOOL,PRIMARY,ORDINARY,ELAINE BOLGER,CATHOLIC,MIXED,ENGLISH,YES,NA,95,47,48,NA,NO,NA,
CAMROSS N S,2021-07-07,2024-01-22,"CAMROSS PORTLAOISE CO LAOISE , LAOIS , LAOIS , R32YEF6",http://camrossns.ie,"https://maps.google.com/?q=53.004982,-7.5920568",15933M,CAMROSS NATIONAL SCHOOL,PRIMARY,ORDINARY,TALITHA HORAN,CATHOLIC,MIXED,ENGLISH,NO,NA,127,63,64,NA,NO,NA,
CANAL WAY EDUCATE TOGETHER NATIONAL SCHOOL,2021-07-07,2024-01-22,"BASIN STREET UPPER DUBLIN 8 , DUBLIN , DUBLIN 8 , D08K338",http://www.canalwayetns.org,"https://maps.google.com/?q=53.33979,-6.289387",20430N,CWETNS,PRIMARY,ORDINARY,DERMOT STANLEY,MULTI DENOMINATIONAL,MIXED,ENGLISH,NO,NA,395,213,182,NA,NO,NA,
CANON SHEEHAN PRIMARY SCHOOL,2021-07-07,2024-01-22,"TURNPIKE DONERAILE CO.CORK , CORK , CORK , P51X796",http://donerailens.ie,"https://maps.google.com/?q=52.214603,-8.587422",20493O,CANON SHEEHAN PRIMARY SCHOOL,PRIMARY,ORDINARY,DENIS MURPHY,CATHOLIC,MIXED,ENGLISH,YES,NA,152,75,77,NA,NO,NA,
CANOVEE MIXED N S,2021-07-07,2024-01-22,"CARRIGADROHID MACROOM CO. CORK , CORK , CORK , P12W628",http://www.canoveens.com,"https://maps.google.com/?q=51.88929,-8.856188",12292I,CANOVEE NATIONAL SCHOOL,PRIMARY,ORDINARY,BARRY CONDRON,CATHOLIC,MIXED,ENGLISH,NO,NA,148,74,74,NA,NO,NA,
CAOIMHIN NAOFA N S,2021-07-07,2024-01-22,"GLENDALOUGH CO. WICKLOW , WICKLOW , WICKLOW , A98TR96",http://www.scoilchaoimhinnaofa.ie,"https://maps.google.com/?q=53.010212,-6.301782",16924Q,SCOIL CHAOIMHÍN NAOFA/ST. KEVIN'S,PRIMARY,ORDINARY,PÁDRAIG MURPHY,CATHOLIC,MIXED,ENGLISH,NO,NA,121,60,61,NA,NO,NA,
CAPPATAGLE CENTRAL SCH,2021-07-07,2024-01-22,"CAPPATAGGLE BALLINASLOE , GALWAY , GALWAY , H53D297",,"https://maps.google.com/?q=53.269512,-8.410384",19506N,CAPPATAGLE CENTRAL,PRIMARY,ORDINARY,SHANE DERVAN,CATHOLIC,MIXED,ENGLISH,NO,NA,110,54,56,NA,NO,NA,
CAPPAWHITE N S,2021-07-07,2024-01-22,"CAPPAGH CAPPAWHITE CO. TIPPERARY , TIPPERARY , TIPPERARY , E34V598",http://www.cappawhitens.ie,"https://maps.google.com/?q=52.583855,-8.164699",14791N,CAPPAWHITE NATIONAL SCHOOL,PRIMARY,ORDINARY,ÁINE MORROW,CATHOLIC,MIXED,ENGLISH,YES,NA,135,78,57,NA,NO,NA,
CARAGH N S,2021-07-07,2024-01-22,"CARAGH NAAS CO. KILDARE , KILDARE , KILDARE , W91YE97",http://www.caraghns.ie,"https://maps.google.com/?q=53.23711,-6.7297907",18654A,CARAGH NATIONAL SCHOOL,PRIMARY,ORDINARY,ALAN HOBBINS,CATHOLIC,MIXED,ENGLISH,NO,NA,450,228,222,NA,NO,NA,
CARA JUNIOR SCHOOL,2021-07-07,2024-01-22,"CARA JUNIOR SCHOOL BANDUFF ROAD MAYFIELD CORK , CORK , CORK , T23TA12",http://www.carajuniorschool.ie,"https://maps.google.com/?q=51.917088,-8.425361",20354A,CORK CITY,SPECIAL EDUCATION,ORDINARY,COLETTE BUTLER,CATHOLIC,MIXED,ENGLISH,NO,NA,72,52,20,NA,NO,NA,
CARBURY NATIONAL SCHOOL,2021-07-07,2024-01-22,"THE MALL SLIGO , SLIGO , SLIGO , F91FW10",http://www.carburyschool.com,"https://maps.google.com/?q=54.272278,-8.465999",19495L,CARBURY NATIONAL SCHOOL,PRIMARY,ORDINARY,LINDA MCMAHON,CHURCH OF IRELAND,MIXED,ENGLISH,NO,NA,205,112,93,NA,NO,NA,
CARIGEEN N S,2021-07-07,2024-01-22,"CARRIGEEN CO. KILKENNY , KILKENNY , KILKENNY , X91F656",http://www.carrigeenns.com,"https://maps.google.com/?q=52.270306,-7.2154994",15340I,CARIGEEN NATIONAL SCHOOL,PRIMARY,ORDINARY,SINEAD MURPHY,CATHOLIC,MIXED,ENGLISH,NO,NA,126,70,56,NA,NO,NA,
CARITAS COLLEGE,2021-07-07,2023-07-20,"DRUMFINN ROAD BALLYFERMOT DUBLIN 10 , DUBLIN , DUBLIN 10 , D10RR94",http://www.caritascollege.ie,"https://maps.google.com/?q=53.34903,-6.3596067",60732H,CARITAS COLLEGE,POST PRIMARY,SECONDARY,T BRADY,CATHOLIC,GIRLS,NO SUBJECTS TAUGHT THROUGH IRISH,YES,YES,169,0,169,YES,NO,NA,
CARLOW EDUCATE TOGETHER NS,2021-07-07,2024-01-22,"BESTFIELD ATHY ROAD CARLOW , CARLOW , CARLOW , R93TW74",,"https://maps.google.com/?q=52.840843,-6.953056",20295K,CARLOW EDUCATE TOGETHER NS,PRIMARY,ORDINARY,SIMON LEWIS,MULTI DENOMINATIONAL,MIXED,ENGLISH,YES,NA,421,219,202,NA,NO,NA,
CARMONA SPECIAL NATIONAL SCHOOL,2021-07-07,2024-01-22,"111 UPPER GLENAGEARY ROAD DUN LAOGHAIRE CO. DUBLIN , DUBLIN , DUBLIN COUNTY , A96NY91",http://www.carmonaschool.com,"https://maps.google.com/?q=53.280037,-6.13387",20121A,CARMONA SCHOOL,SPECIAL EDUCATION,ORDINARY,MARIE BURKE,CATHOLIC,MIXED,ENGLISH,NO,NA,39,21,18,NA,NO,NA,
CARNAIN N.S.,2021-07-07,2024-01-22,"CARNAUN ATHENRY CO. GALWAY , GALWAY , GALWAY , H65TX86",http://www.carnaunns.ie,"https://maps.google.com/?q=53.332474,-8.789799",14031N,CARNAUN NATIONAL SCHOOL,PRIMARY,ORDINARY,MARK HANNON,CATHOLIC,MIXED,ENGLISH,NO,NA,106,60,46,NA,NO,NA,
CARNANE MXD N S,2021-07-07,2024-01-22,"CARNANE FEDAMORE CO. LIMERICK , LIMERICK , LIMERICK , V35V520",http://www.carnanens.ie,"https://maps.google.com/?q=52.57123,-8.581244",09132P,CARNANE NATIONAL SCHOOL,PRIMARY,ORDINARY,MARY MCGLINCHEY,CATHOLIC,MIXED,ENGLISH,NO,NA,41,19,22,NA,NO,NA,
CARNAROSS N S,2021-07-07,2024-01-22,"CARNAROSS CO. MEATH , MEATH , MEATH , A82H316",,"https://maps.google.com/?q=53.750675,-6.9545474",16991I,CARNAROSS NATIONAL SCHOOL,PRIMARY,ORDINARY,DERVILLA FINNEGAN,CATHOLIC,MIXED,ENGLISH,NO,NA,167,84,83,NA,NO,NA,
CARNDONAGH COMMUNITY SCHOOL,2021-07-07,2024-01-22,"CARNDONAGH COMMUNITY SCHOOL P.O. BOX 4 CARNDONAGH CO DONEGAL , DONEGAL , DONEGAL , F93VK61",http://www.carndonaghcs.ie,"https://maps.google.com/?q=55.249386,-7.269909",91406R,CARNDONAGH COMMUNITY SCHOOL,POST PRIMARY,COMMUNITY,MR JOHN MCGUINNESS,INTER DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,YES,YES,1166,594,572,YES,NO,NA,
CARNEW N S,2021-07-07,2024-01-22,"CARNEW ARKLOW CO. WICKLOW , WICKLOW , WICKLOW , Y14XR62",http://www.carnewns.ie,"https://maps.google.com/?q=52.711926,-6.5043254",18242A,CARNEW NATIONAL SCHOOL,PRIMARY,ORDINARY,KEVIN O'DONNELL,CATHOLIC,MIXED,ENGLISH,YES,NA,206,115,91,NA,NO,NA,
CARN N S,2021-07-07,2024-01-22,"GURTEEN BALLYMOTE CO. SLIGO , SLIGO , SLIGO , F56DE40",,"https://maps.google.com/?q=54.002247,-8.537298",12537M,CARN NATIONAL SCHOOL,PRIMARY,ORDINARY,AOIFE MCWEENEY,CATHOLIC,MIXED,ENGLISH,NO,NA,125,68,57,NA,NO,NA,
CARRACASTLE CENTRAL NS,2021-07-07,2024-01-22,"CASHELDUFF CARRACASTLE BALLAGHADERREEN , MAYO , MAYO , F45VK23",http://www.scoiliosacarracastle.com,"https://maps.google.com/?q=53.95627,-8.7031",19651W,SCOIL ÍOSA CARRACASTLE,PRIMARY,ORDINARY,MICHAEL BRACKEN,CATHOLIC,MIXED,ENGLISH,YES,NA,72,35,37,NA,NO,NA,
CARRAHOLLY N S,2021-07-07,2024-01-22,"RUSHEEN CARROWHOLLY WESTPORT CO. MAYO , MAYO , MAYO , F28VX94",http://www.carrowhollyns.ie,"https://maps.google.com/?q=53.8147,-9.591192",17483R,CARRAHOLLY N S,PRIMARY,ORDINARY,MARESE CANNON,CATHOLIC,MIXED,ENGLISH,YES,NA,65,35,30,NA,NO,NA,
CARRAKENNEDY N S,2021-07-07,2024-01-22,"LISCARNEY WESTPORT CO. MAYO , MAYO , MAYO , F28RF74",http://www.carrakennedyns.com,"https://maps.google.com/?q=53.70487,-9.565476",15866A,CARROWKENNEDY NATIONAL SCHOOL,PRIMARY,ORDINARY,AIDEEN MCPAUL,CATHOLIC,MIXED,ENGLISH,YES,NA,33,16,17,NA,NO,NA,
CARRAROE N S,2021-07-07,2024-01-22,"TONAFORTES CARRAROE CO. SLIGO , SLIGO , SLIGO , F91DC67",http://www.carraroens.ie,"https://maps.google.com/?q=54.244717,-8.474879",14636B,CARRAROE NATIONAL SCHOOL,PRIMARY,ORDINARY,ROY MITCHELL,CATHOLIC,MIXED,ENGLISH,NO,NA,377,218,159,NA,NO,NA,
CARRICKBEG N S,2021-07-07,2024-01-22,"CREHANA CARRICK-BEG CARICK-ON-SUIR CO. WATERFORD , WATERFORD , WATERFORD , E32HP60",http://www.crehanans.com,"https://maps.google.com/?q=52.331615,-7.403925",11969N,CREHANA NATIONAL SCHOOL,PRIMARY,ORDINARY,EITHNE SHEEHAN,CATHOLIC,MIXED,ENGLISH,NO,NA,115,59,56,NA,NO,NA,
CARRICKERRY N S,2021-07-07,2024-01-22,"CARRICKERRY ATHEA CO. LIMERICK , LIMERICK , LIMERICK , V94N592",,"https://maps.google.com/?q=52.492493,-9.148833",11280T,CARRICKERRY NATIONAL SCHOOL,PRIMARY,ORDINARY,ANNE HORAN,CATHOLIC,MIXED,ENGLISH,NO,NA,56,30,26,NA,NO,NA,
CARRICKLECK N S,2021-07-07,2024-01-22,"CARRICKLECK KINGSCOURT CO. MEATH , MEATH , MEATH , A82XK71",http://www.carrickleckns.ie,"https://maps.google.com/?q=53.874535,-6.7643886",14348T,CARRICKLECK NATIONAL SCHOOL,PRIMARY,ORDINARY,JACKIE WARD,CATHOLIC,MIXED,ENGLISH,NO,NA,27,13,14,NA,NO,NA,
CARRICK MIXED N S,2021-07-07,2024-01-22,"BALLINLOUGH CO. ROSCOMMON , ROSCOMMON , ROSCOMMON , F45PV27",http://carricknsballinlough.weebly.com,"https://maps.google.com/?q=53.74859,-8.652381",16009H,CARRICK NATIONAL SCHOOL,PRIMARY,ORDINARY,EOIN DAVEY,CATHOLIC,MIXED,ENGLISH,YES,NA,94,47,47,NA,NO,NA,
CARRICK N S,2021-07-07,2024-01-22,"CARRICK CURRAGHBOY ATHLONE CO. WESTMEATH , ROSCOMMON , ROSCOMMON , N37EK20",,"https://maps.google.com/?q=53.482647,-8.107093",13839K,CURRAGHBOY NATIONAL SCHOOL,PRIMARY,ORDINARY,RORY LEONARD,CATHOLIC,MIXED,ENGLISH,NO,NA,49,27,22,NA,NO,NA,
